pokedex_number,name,generation,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,release_date,speed_class,strength_category
816,Sobble,8,Water Lizard Pokémon,1,Water,None,0.3,4.0,2,Torrent,None,Sniper,310.0,50.0,40.0,40.0,70.0,40.0,70.0,,2019-01-01,Fast,weak
817,Drizzile,8,Water lizard Pokémon,1,Water,None,0.7,11.5,2,Torrent,None,Sniper,420.0,65.0,60.0,55.0,95.0,55.0,90.0,,2019-01-01,Fast,weak
818,Inteleon,8,Secret Agent Pokémon,1,Water,None,1.9,45.2,2,Torrent,None,Sniper,530.0,70.0,85.0,65.0,125.0,65.0,120.0,,2019-01-01,Fast,Strong
819,Skwovet,8,Cheeky Pokémon,1,Normal,None,0.3,2.5,2,Cheek Pouch,None,Gluttony,275.0,70.0,55.0,55.0,35.0,35.0,25.0,,2019-01-01,Slow,weak
820,Greedent,8,Greedy Pokémon,1,Normal,None,0.6,6.0,2,Cheek Pouch,None,Gluttony,460.0,120.0,95.0,95.0,55.0,75.0,20.0,,2019-01-01,Slow,Strong
821,Rookidee,8,Tiny Bird Pokémon,1,Flying,None,0.2,1.8,3,Keen Eye,Unnerve,Big Pecks,245.0,38.0,47.0,35.0,33.0,35.0,57.0,,2019-01-01,Slow,weak
822,Corvisquire,8,Raven Pokémon,1,Flying,None,0.8,16.0,3,Keen Eye,Unnerve,Big Pecks,365.0,68.0,67.0,55.0,43.0,55.0,77.0,,2019-01-01,Fast,weak
823,Corviknight,8,Raven Pokémon,2,Flying,Steel,2.2,75.0,3,Pressure,Unnerve,Mirror Armor,495.0,98.0,87.0,105.0,53.0,85.0,67.0,,2019-01-01,Slow,Strong
824,Blipbug,8,Larva Pokémon,1,Bug,None,0.4,8.0,3,Swarm,Compound Eyes,Telepathy,180.0,25.0,20.0,20.0,25.0,45.0,45.0,,2019-01-01,Slow,weak
825,Dottler,8,Radome Pokémon,2,Bug,Psychic,0.4,19.5,3,Swarm,Compound Eyes,Telepathy,335.0,50.0,35.0,80.0,50.0,90.0,30.0,,2019-01-01,Slow,weak
826,Orbeetle,8,Seven Spot Pokémon,2,Bug,Psychic,0.4,40.8,3,Swarm,Frisk,Telepathy,505.0,60.0,45.0,110.0,80.0,120.0,90.0,,2019-01-01,Fast,Strong
827,Nickit,8,Fox Pokémon,1,Dark,None,0.6,8.9,3,Run Away,Unburden,Stakeout,245.0,40.0,28.0,28.0,47.0,52.0,50.0,,2019-01-01,Slow,weak
828,Thievul,8,Fox Pokémon,1,Dark,None,1.2,19.9,3,Run Away,Unburden,Stakeout,455.0,70.0,58.0,58.0,87.0,92.0,90.0,,2019-01-01,Fast,Strong
829,Gossifleur,8,Flowering Pokémon,1,Grass,None,0.4,2.2,3,Cotton Down,Regenerator,Effect Spore,250.0,40.0,40.0,60.0,40.0,60.0,10.0,,2019-01-01,Slow,weak
830,Eldegoss,8,Cotton Bloom Pokémon,1,Grass,None,0.5,2.5,3,Cotton Down,Regenerator,Effect Spore,460.0,60.0,50.0,90.0,80.0,120.0,60.0,,2019-01-01,Slow,Strong
831,Wooloo,8,Sheep Pokémon,1,Normal,None,0.6,6.0,3,Fluffy,Run Away,Bulletproof,270.0,42.0,40.0,55.0,40.0,45.0,48.0,,2019-01-01,Slow,weak
832,Dubwool,8,Sheep Pokémon,1,Normal,None,1.3,43.0,3,Fluffy,Steadfast,Bulletproof,490.0,72.0,80.0,100.0,60.0,90.0,88.0,,2019-01-01,Fast,Strong
833,Chewtle,8,Snapping Pokémon,1,Water,None,0.3,8.5,3,Strong Jaw,Shell Armor,Swift Swim,284.0,50.0,64.0,50.0,38.0,38.0,44.0,,2019-01-01,Slow,weak
834,Drednaw,8,Bite Pokémon,2,Water,Rock,1.0,115.5,3,Strong Jaw,Shell Armor,Swift Swim,485.0,90.0,115.0,90.0,48.0,68.0,74.0,,2019-01-01,Fast,Strong
835,Yamper,8,Puppy Pokémon,1,Electric,None,0.3,13.5,2,Ball Fetch,None,Rattled,270.0,59.0,45.0,50.0,40.0,50.0,26.0,,2019-01-01,Slow,weak
836,Boltund,8,Dog Pokémon,1,Electric,None,1.0,34.0,2,Strong Jaw,None,Competitive,490.0,69.0,90.0,60.0,90.0,60.0,121.0,,2019-01-01,Fast,Strong
837,Rolycoly,8,Coal Pokémon,1,Rock,None,0.3,12.0,3,Steam Engine,Heatproof,Flash Fire,240.0,30.0,40.0,50.0,40.0,50.0,30.0,,2019-01-01,Slow,weak
838,Carkol,8,Coal Pokémon,2,Rock,Fire,1.1,78.0,3,Steam Engine,Flame Body,Flash Fire,410.0,80.0,60.0,90.0,60.0,70.0,50.0,,2019-01-01,Slow,weak
839,Coalossal,8,Coal Pokémon,2,Rock,Fire,2.8,310.5,3,Steam Engine,Flame Body,Flash Fire,510.0,110.0,80.0,120.0,80.0,90.0,30.0,,2019-01-01,Slow,Strong
840,Applin,8,Apple Core Pokémon,2,Grass,Dragon,0.2,0.5,3,Ripen,Gluttony,Bulletproof,260.0,40.0,40.0,80.0,40.0,40.0,20.0,,2019-01-01,Slow,weak
841,Flapple,8,Apple Wing Pokémon,2,Grass,Dragon,0.3,1.0,3,Ripen,Gluttony,Hustle,485.0,70.0,110.0,80.0,95.0,60.0,70.0,,2019-01-01,Fast,Strong
842,Appletun,8,Apple Nectar Pokémon,2,Grass,Dragon,0.4,13.0,3,Ripen,Gluttony,Thick Fat,485.0,110.0,85.0,80.0,100.0,80.0,30.0,,2019-01-01,Slow,Strong
843,Silicobra,8,Sand Snake Pokémon,1,Ground,None,2.2,7.6,3,Sand Spit,Shed Skin,Sand Veil,315.0,52.0,57.0,75.0,35.0,50.0,46.0,,2019-01-01,Slow,weak
844,Sandaconda,8,Sand Snake Pokémon,1,Ground,None,3.8,65.5,3,Sand Spit,Shed Skin,Sand Veil,510.0,72.0,107.0,125.0,65.0,70.0,71.0,,2019-01-01,Fast,Strong
845,Cramorant,8,Gulp Pokémon,2,Flying,Water,0.8,18.0,1,Gulp Missile,None,None,475.0,70.0,85.0,55.0,85.0,95.0,85.0,,2019-01-01,Fast,Strong
846,Arrokuda,8,Rush Pokémon,1,Water,None,0.5,1.0,2,Swift Swim,None,Propeller Tail,280.0,41.0,63.0,40.0,40.0,30.0,66.0,,2019-01-01,Slow,weak
847,Barraskewda,8,Skewer Pokémon,1,Water,None,1.3,30.0,2,Swift Swim,None,Propeller Tail,490.0,61.0,123.0,60.0,60.0,50.0,136.0,,2019-01-01,Fast,Strong
848,Toxel,8,Baby Pokémon,2,Electric,Poison,0.4,11.0,3,Rattled,Static,Klutz,242.0,40.0,38.0,35.0,54.0,35.0,40.0,,2019-01-01,Slow,weak
849,Toxtricity Low Key Form,8,Punk Pokémon,2,Electric,Poison,1.6,40.0,3,Punk Rock,Minus,Technician,502.0,75.0,98.0,70.0,114.0,70.0,75.0,,2019-01-01,Fast,Strong
849,Toxtricity Amped Form,8,Punk Pokémon,2,Electric,Poison,1.6,40.0,3,Punk Rock,Plus,Technician,502.0,75.0,98.0,70.0,114.0,70.0,75.0,,2019-01-01,Fast,Strong
850,Sizzlipede,8,Radiator Pokémon,2,Fire,Bug,0.7,1.0,3,Flash Fire,White Smoke,Flame Body,305.0,50.0,65.0,45.0,50.0,50.0,45.0,,2019-01-01,Slow,weak
851,Centiskorch,8,Radiator Pokémon,2,Fire,Bug,3.0,120.0,3,Flash Fire,White Smoke,Flame Body,525.0,100.0,115.0,65.0,90.0,90.0,65.0,,2019-01-01,Slow,Strong
852,Clobbopus,8,Tantrum Pokémon,1,Fighting,None,0.6,4.0,2,Limber,None,Technician,310.0,50.0,68.0,60.0,50.0,50.0,32.0,,2019-01-01,Slow,weak
853,Grapploct,8,Tantrum Pokémon,1,Fighting,None,1.6,39.0,2,Limber,None,Technician,480.0,80.0,118.0,90.0,70.0,80.0,42.0,,2019-01-01,Slow,Strong
854,Sinistea,8,Black Tea Pokémon,1,Ghost,None,0.1,0.2,2,Weak Armor,None,Cursed Body,308.0,40.0,45.0,45.0,74.0,54.0,50.0,,2019-01-01,Slow,weak
855,Polteageist,8,Black Tea Pokémon,1,Ghost,None,0.2,0.4,2,Weak Armor,None,Cursed Body,508.0,60.0,65.0,65.0,134.0,114.0,70.0,,2019-01-01,Fast,Strong
856,Hatenna,8,Calm Pokémon,1,Psychic,None,0.4,3.4,3,Healer,Anticipation,Magic Bounce,265.0,42.0,30.0,45.0,56.0,53.0,39.0,,2019-01-01,Slow,weak
857,Hattrem,8,Serene Pokémon,1,Psychic,None,0.6,4.8,3,Healer,Anticipation,Magic Bounce,370.0,57.0,40.0,65.0,86.0,73.0,49.0,,2019-01-01,Slow,weak
858,Hatterene,8,Silent Pokémon,2,Psychic,Fairy,2.1,5.0,3,Healer,Anticipation,Magic Bounce,510.0,57.0,90.0,95.0,136.0,103.0,29.0,,2019-01-01,Slow,Strong
859,Impidimp,8,Wily Pokémon,2,Dark,Fairy,0.4,5.5,3,Prankster,Frisk,Pickpocket,265.0,45.0,45.0,30.0,55.0,40.0,50.0,,2019-01-01,Slow,weak
860,Morgrem,8,Devious Pokémon,2,Dark,Fairy,0.8,12.5,3,Prankster,Frisk,Pickpocket,370.0,65.0,60.0,45.0,75.0,55.0,70.0,,2019-01-01,Fast,weak
861,Grimmsnarl,8,Bulk Up Pokémon,2,Dark,Fairy,1.5,61.0,3,Prankster,Frisk,Pickpocket,510.0,95.0,120.0,65.0,95.0,75.0,60.0,,2019-01-01,Slow,Strong
862,Obstagoon,8,Blocking Pokémon,2,Dark,Normal,1.6,46.0,3,Reckless,Guts,Defiant,520.0,93.0,90.0,101.0,60.0,81.0,95.0,,2019-01-01,Fast,Strong
863,Perrserker,8,Viking Pokémon,1,Steel,None,0.8,28.0,3,Battle Armor,Tough Claws,Steely Spirit,440.0,70.0,110.0,100.0,50.0,60.0,50.0,,2019-01-01,Slow,Strong
864,Cursola,8,Coral Pokémon,1,Ghost,None,1.0,0.4,2,Weak Armor,None,Perish Body,510.0,60.0,95.0,50.0,145.0,130.0,30.0,,2019-01-01,Slow,Strong
865,Sirfetch'd,8,Wild Duck Pokémon,1,Fighting,None,0.8,117.0,2,Steadfast,None,Scrappy,507.0,62.0,135.0,95.0,68.0,82.0,65.0,,2019-01-01,Slow,Strong
866,Mr. Rime,8,Comedian Pokémon,2,Psychic,Ice,1.5,58.2,3,Tangled Feet,Screen Cleaner,Ice Body,520.0,80.0,85.0,75.0,110.0,100.0,70.0,,2019-01-01,Fast,Strong
867,Runerigus,8,Grudge Pokémon,2,Ground,Ghost,1.6,66.6,1,Wandering Spirit,None,None,483.0,58.0,95.0,145.0,50.0,105.0,30.0,,2019-01-01,Slow,Strong
868,Milcery,8,Cream Pokémon,1,Fairy,None,0.2,0.3,2,Sweet Veil,None,Aroma Veil,270.0,45.0,40.0,40.0,50.0,61.0,34.0,,2019-01-01,Slow,weak
869,Alcremie,8,Cream Pokémon,1,Fairy,None,0.3,0.5,2,Sweet Veil,None,Aroma Veil,495.0,65.0,60.0,75.0,110.0,121.0,64.0,,2019-01-01,Slow,Strong
870,Falinks,8,Formation Pokémon,1,Fighting,None,3.0,62.0,2,Battle Armor,None,Defiant,470.0,65.0,100.0,100.0,70.0,60.0,75.0,,2019-01-01,Fast,Strong
871,Pincurchin,8,Sea Urchin Pokémon,1,Electric,None,0.3,1.0,2,Lightning Rod,None,Electric Surge,435.0,48.0,101.0,95.0,91.0,85.0,15.0,,2019-01-01,Slow,weak
872,Snom,8,Worm Pokémon,2,Ice,Bug,0.3,3.8,2,Shield Dust,None,Ice Scales,185.0,30.0,25.0,35.0,45.0,30.0,20.0,,2019-01-01,Slow,weak
873,Frosmoth,8,Frost Moth Pokémon,2,Ice,Bug,1.3,42.0,2,Shield Dust,None,Ice Scales,475.0,70.0,65.0,60.0,125.0,90.0,65.0,,2019-01-01,Slow,Strong
874,Stonjourner,8,Big Rock Pokémon,1,Rock,None,2.5,520.0,1,Power Spot,None,None,470.0,100.0,125.0,135.0,20.0,20.0,70.0,,2019-01-01,Fast,Strong
875,Eiscue Ice Face,8,Penguin Pokémon,1,Ice,None,1.4,89.0,1,Ice Face,None,None,470.0,75.0,80.0,110.0,65.0,90.0,50.0,,2019-01-01,Slow,Strong
875,Eiscue Noice Face,8,Penguin Pokémon,1,Ice,None,1.4,89.0,1,Ice Face,None,None,470.0,75.0,80.0,70.0,65.0,50.0,130.0,,2019-01-01,Fast,Strong
876,Indeedee Male,8,Emotion Pokémon,2,Psychic,Normal,0.9,28.0,3,Inner Focus,Synchronize,Psychic Surge,475.0,60.0,65.0,55.0,105.0,95.0,95.0,,2019-01-01,Fast,Strong
876,Indeedee Female,8,Emotion Pokémon,2,Psychic,Normal,0.9,28.0,3,Own Tempo,Synchronize,Psychic Surge,475.0,70.0,55.0,65.0,95.0,105.0,85.0,,2019-01-01,Fast,Strong
877,Morpeko Full Belly Mode,8,Two-Sided Pokémon,2,Electric,Dark,0.3,3.0,1,Hunger Switch,None,None,436.0,58.0,95.0,58.0,70.0,58.0,97.0,,2019-01-01,Fast,weak
877,Morpeko Hangry Mode,8,Two-Sided Pokémon,2,Electric,Dark,0.3,3.0,1,Hunger Switch,None,None,436.0,58.0,95.0,58.0,70.0,58.0,97.0,,2019-01-01,Fast,weak
878,Cufant,8,Copperderm Pokémon,1,Steel,None,1.2,100.0,2,Sheer Force,None,Heavy Metal,330.0,72.0,80.0,49.0,40.0,49.0,40.0,,2019-01-01,Slow,weak
879,Copperajah,8,Copperderm Pokémon,1,Steel,None,3.0,650.0,2,Sheer Force,None,Heavy Metal,500.0,122.0,130.0,69.0,80.0,69.0,30.0,,2019-01-01,Slow,Strong
880,Dracozolt,8,Fossil Pokémon,2,Electric,Dragon,1.8,190.0,3,Volt Absorb,Hustle,Sand Rush,505.0,90.0,100.0,90.0,80.0,70.0,75.0,,2019-01-01,Fast,Strong
881,Arctozolt,8,Fossil Pokémon,2,Electric,Ice,2.3,150.0,3,Volt Absorb,Static,Slush Rush,505.0,90.0,100.0,90.0,90.0,80.0,55.0,,2019-01-01,Slow,Strong
882,Dracovish,8,Fossil Pokémon,2,Water,Dragon,2.3,215.0,3,Water Absorb,Strong Jaw,Sand Rush,505.0,90.0,90.0,100.0,70.0,80.0,75.0,,2019-01-01,Fast,Strong
883,Arctovish,8,Fossil Pokémon,2,Water,Ice,2.0,175.0,3,Water Absorb,Ice Body,Slush Rush,505.0,90.0,90.0,100.0,80.0,90.0,55.0,,2019-01-01,Slow,Strong
884,Duraludon,8,Alloy Pokémon,2,Steel,Dragon,1.8,40.0,3,Light Metal,Heavy Metal,Stalwart,535.0,70.0,95.0,115.0,120.0,50.0,85.0,,2019-01-01,Fast,Strong
885,Dreepy,8,Lingering Pokémon,2,Dragon,Ghost,0.5,2.0,3,Clear Body,Infiltrator,Cursed Body,270.0,28.0,60.0,30.0,40.0,30.0,82.0,,2019-01-01,Fast,weak
886,Drakloak,8,Caretaker Pokémon,2,Dragon,Ghost,1.4,11.0,3,Clear Body,Infiltrator,Cursed Body,410.0,68.0,80.0,50.0,60.0,50.0,102.0,,2019-01-01,Fast,weak
887,Dragapult,8,Stealth Pokémon,2,Dragon,Ghost,3.0,50.0,3,Clear Body,Infiltrator,Cursed Body,600.0,88.0,120.0,75.0,100.0,75.0,142.0,,2019-01-01,Fast,Strong
888,Zacian Crowned Sword,8,Warrior Pokémon,2,Fairy,Steel,2.8,355.0,1,Intrepid Sword,None,None,720.0,92.0,170.0,115.0,80.0,115.0,148.0,,2019-01-01,Fast,Strong
888,Zacian Hero of Many Battles,8,Warrior Pokémon,1,Fairy,None,2.8,110.0,1,Intrepid Sword,None,None,670.0,92.0,130.0,115.0,80.0,115.0,138.0,,2019-01-01,Fast,Strong
889,Zamazenta Crowned Shield,8,Warrior Pokémon,2,Fighting,Steel,2.9,785.0,1,Dauntless Shield,None,None,720.0,92.0,130.0,145.0,80.0,145.0,128.0,,2019-01-01,Fast,Strong
889,Zamazenta Hero of Many Battles,8,Warrior Pokémon,1,Fighting,None,2.9,210.0,1,Dauntless Shield,None,None,670.0,92.0,130.0,115.0,80.0,115.0,138.0,,2019-01-01,Fast,Strong
890,Eternatus,8,Gigantic Pokémon,2,Poison,Dragon,20.0,950.0,1,Pressure,None,None,690.0,140.0,85.0,95.0,145.0,95.0,130.0,,2019-01-01,Fast,Strong
890,Eternatus Eternamax,8,Gigantic Pokémon,2,Poison,Dragon,100.0,69.75374878286271,0,,None,None,1125.0,255.0,115.0,250.0,125.0,250.0,130.0,,2019-01-01,Fast,Strong
